transcript_id,position,KSS,MS
ENST00000343702.9,88,0.00,0
ENST00000343702.9,89,0.00,0
ENST00000343702.9,90,0.00,0
ENST00000343702.9,91,0.00,0
ENST00000343702.9,92,0.00,0
ENST00000343702.9,93,0.00,0
ENST00000343702.9,94,0.00,0
ENST00000343702.9,95,0.00,0
ENST00000343702.9,96,0.00,0
ENST00000343702.9,97,0.00,0
ENST00000343702.9,98,0.00,0
ENST00000343702.9,99,0.00,0
ENST00000343702.9,100,0.00,0
ENST00000343702.9,101,0.00,0
ENST00000343702.9,102,0.00,0
ENST00000343702.9,103,0.00,0
ENST00000343702.9,104,0.00,0
ENST00000343702.9,105,0.00,0
ENST00000343702.9,106,0.00,0
ENST00000343702.9,107,0.00,0
ENST00000343702.9,108,0.00,0
ENST00000343702.9,109,0.00,0
ENST00000343702.9,110,0.00,0
ENST00000343702.9,111,0.00,0
ENST00000343702.9,112,0.00,0
ENST00000343702.9,113,0.00,0
ENST00000343702.9,114,0.00,0
ENST00000343702.9,115,0.00,0
ENST00000343702.9,116,0.00,0
ENST00000343702.9,117,0.00,0
ENST00000343702.9,118,0.00,0
ENST00000343702.9,119,0.00,0
ENST00000343702.9,120,0.00,0
ENST00000343702.9,121,0.00,0
ENST00000343702.9,122,0.00,0
ENST00000343702.9,123,0.00,0
ENST00000343702.9,124,0.00,0
ENST00000343702.9,125,0.00,0
ENST00000343702.9,126,0.00,0
ENST00000343702.9,127,0.00,0
ENST00000343702.9,128,0.00,0
ENST00000343702.9,129,0.00,0
ENST00000343702.9,130,0.00,0
ENST00000343702.9,131,0.00,0
ENST00000343702.9,132,0.00,0
ENST00000343702.9,133,0.00,0
ENST00000343702.9,134,0.00,0
ENST00000343702.9,135,0.00,0
ENST00000343702.9,136,0.00,0
ENST00000343702.9,137,0.00,0
ENST00000343702.9,138,0.00,0
ENST00000343702.9,139,0.00,0
ENST00000343702.9,140,0.00,0
ENST00000343702.9,141,0.00,0
ENST00000343702.9,142,0.00,0
ENST00000343702.9,143,0.00,0
ENST00000343702.9,144,0.00,0
ENST00000343702.9,145,0.00,0
ENST00000343702.9,146,0.00,0
ENST00000343702.9,147,0.00,0
ENST00000343702.9,148,0.00,0
ENST00000343702.9,149,0.00,0
ENST00000343702.9,150,0.00,0
ENST00000343702.9,151,0.00,0
ENST00000343702.9,152,0.00,0
ENST00000343702.9,153,0.00,0
ENST00000343702.9,154,0.00,0
ENST00000343702.9,155,0.00,0
ENST00000343702.9,156,0.00,0
ENST00000343702.9,157,0.00,0
ENST00000343702.9,158,0.00,0
ENST00000343702.9,159,0.00,0
ENST00000343702.9,160,0.00,0
ENST00000343702.9,161,0.00,0
ENST00000343702.9,162,0.00,0
ENST00000343702.9,163,0.00,0
ENST00000343702.9,164,0.00,0
ENST00000343702.9,165,0.00,0
ENST00000343702.9,166,0.00,0
ENST00000343702.9,167,0.00,0
ENST00000343702.9,168,0.00,0
ENST00000343702.9,169,0.00,0
ENST00000343702.9,170,0.00,0
ENST00000343702.9,171,0.00,0
ENST00000343702.9,172,0.00,0
ENST00000343702.9,173,0.00,0
ENST00000343702.9,174,0.00,0
ENST00000343702.9,175,0.00,0
ENST00000343702.9,176,0.00,0
ENST00000343702.9,177,0.00,0
ENST00000343702.9,178,0.00,0
ENST00000343702.9,179,0.00,0
ENST00000343702.9,180,0.00,0
ENST00000343702.9,181,0.00,0
ENST00000343702.9,182,0.00,0
ENST00000343702.9,183,0.00,0
ENST00000343702.9,184,0.00,0
ENST00000343702.9,185,0.00,0
ENST00000343702.9,186,0.00,0
ENST00000343702.9,187,0.00,0
ENST00000343702.9,188,0.00,0
ENST00000343702.9,189,0.00,0
ENST00000343702.9,190,0.00,0
ENST00000343702.9,191,0.00,0
ENST00000343702.9,192,0.00,0
ENST00000343702.9,193,0.00,0
ENST00000343702.9,194,0.00,0
ENST00000343702.9,195,0.00,0
ENST00000343702.9,196,0.00,0
ENST00000343702.9,197,0.00,0
ENST00000343702.9,198,0.00,0
ENST00000343702.9,199,0.00,0
ENST00000343702.9,200,0.00,0
ENST00000343702.9,201,0.00,0
ENST00000343702.9,202,0.00,0
ENST00000343702.9,203,0.00,0
ENST00000343702.9,204,0.00,0
ENST00000343702.9,205,0.00,0
ENST00000343702.9,206,0.00,0
ENST00000343702.9,207,0.00,0
ENST00000343702.9,208,0.00,0
ENST00000343702.9,209,0.00,0
ENST00000343702.9,210,0.00,0
ENST00000343702.9,211,0.00,0
ENST00000343702.9,212,0.00,0
ENST00000343702.9,213,0.00,0
ENST00000343702.9,214,0.00,0
ENST00000343702.9,215,0.00,0
ENST00000343702.9,216,0.00,0
ENST00000343702.9,217,0.00,0
ENST00000343702.9,218,0.00,0
ENST00000343702.9,219,0.00,0
ENST00000343702.9,220,0.00,0
ENST00000343702.9,221,0.00,0
ENST00000343702.9,222,0.00,0
ENST00000343702.9,223,0.00,0
ENST00000343702.9,224,0.00,0
ENST00000343702.9,225,0.00,0
ENST00000343702.9,226,0.00,0
ENST00000343702.9,227,0.00,0
ENST00000343702.9,228,0.00,0
ENST00000343702.9,229,0.00,0
ENST00000343702.9,230,0.00,0
ENST00000343702.9,231,0.00,0
ENST00000343702.9,232,0.00,0
ENST00000343702.9,233,0.00,0
ENST00000343702.9,234,0.00,0
ENST00000343702.9,235,0.00,0
ENST00000343702.9,236,0.00,0
ENST00000343702.9,237,0.00,0
ENST00000343702.9,238,0.00,0
ENST00000343702.9,239,0.00,0
ENST00000343702.9,240,0.00,0
ENST00000343702.9,241,0.00,0
ENST00000343702.9,242,0.00,0
ENST00000343702.9,243,0.00,0
ENST00000343702.9,244,0.00,0
ENST00000343702.9,245,0.00,0
ENST00000343702.9,246,0.00,0
ENST00000343702.9,247,0.00,0
ENST00000343702.9,248,0.00,0
ENST00000343702.9,249,0.00,0
ENST00000343702.9,250,0.00,0
ENST00000343702.9,251,0.00,0
ENST00000343702.9,252,0.00,0
ENST00000343702.9,253,0.00,0
ENST00000343702.9,254,0.00,0
ENST00000343702.9,255,0.00,0
ENST00000343702.9,256,0.00,0
ENST00000343702.9,257,0.00,0
ENST00000343702.9,258,0.00,0
ENST00000343702.9,259,0.00,0
ENST00000343702.9,260,0.00,0
ENST00000343702.9,261,0.00,0
ENST00000343702.9,262,0.00,0
ENST00000343702.9,263,0.00,0
ENST00000343702.9,264,0.00,0
ENST00000343702.9,265,0.00,0
ENST00000343702.9,266,0.00,0
ENST00000343702.9,267,0.00,0
ENST00000343702.9,268,0.00,0
ENST00000343702.9,269,0.00,0
ENST00000343702.9,270,0.00,0
ENST00000343702.9,271,0.00,0
ENST00000343702.9,272,0.00,0
ENST00000343702.9,273,0.00,0
ENST00000343702.9,274,0.00,0
ENST00000343702.9,275,0.00,0
ENST00000343702.9,276,0.00,0
ENST00000343702.9,277,0.00,0
ENST00000343702.9,278,0.00,0
ENST00000343702.9,279,0.00,0
ENST00000343702.9,280,0.00,0
ENST00000343702.9,281,0.00,0
ENST00000343702.9,282,0.00,0
ENST00000343702.9,283,0.00,0
ENST00000343702.9,284,0.00,0
ENST00000343702.9,285,0.00,0
ENST00000343702.9,286,0.00,0
ENST00000343702.9,287,0.00,0
ENST00000343702.9,288,0.00,0
ENST00000343702.9,289,0.00,0
ENST00000343702.9,290,0.00,0
ENST00000343702.9,291,0.00,0
ENST00000343702.9,292,0.00,0
ENST00000343702.9,293,0.00,0
ENST00000343702.9,294,0.00,0
ENST00000343702.9,295,0.00,0
ENST00000343702.9,296,0.00,0
ENST00000343702.9,297,0.00,0
ENST00000343702.9,298,0.00,0
ENST00000343702.9,299,0.00,0
ENST00000343702.9,300,0.00,0
ENST00000343702.9,301,0.00,0
ENST00000343702.9,302,0.00,0
ENST00000343702.9,303,0.00,0
ENST00000343702.9,304,0.00,0
ENST00000343702.9,305,0.00,0
ENST00000343702.9,306,0.00,0
ENST00000343702.9,307,0.00,0
ENST00000343702.9,308,0.00,0
ENST00000343702.9,309,0.00,0
ENST00000343702.9,310,0.00,0
ENST00000343702.9,311,0.00,0
ENST00000343702.9,312,0.00,0
ENST00000343702.9,313,0.00,0
ENST00000343702.9,314,0.00,0
ENST00000343702.9,315,0.00,0
ENST00000343702.9,316,0.00,0
ENST00000343702.9,317,0.00,0
ENST00000343702.9,318,0.00,0
ENST00000343702.9,319,0.00,0
ENST00000343702.9,320,0.00,0
ENST00000343702.9,321,0.00,0
ENST00000343702.9,322,0.00,0
ENST00000343702.9,323,0.00,0
ENST00000343702.9,324,0.00,0
ENST00000343702.9,325,0.00,0
ENST00000343702.9,326,0.00,0
ENST00000343702.9,327,0.00,0
ENST00000343702.9,328,0.00,0
ENST00000343702.9,329,0.00,0
ENST00000343702.9,330,0.00,0
ENST00000343702.9,331,0.00,0
ENST00000343702.9,332,0.00,0
ENST00000343702.9,333,0.00,0
ENST00000343702.9,334,0.00,0
ENST00000343702.9,335,0.00,0
ENST00000343702.9,336,0.00,0
ENST00000343702.9,337,0.00,0
ENST00000343702.9,338,0.00,0
ENST00000343702.9,339,0.00,0
ENST00000343702.9,340,0.00,0
ENST00000343702.9,341,0.00,0
ENST00000343702.9,342,0.00,0
ENST00000343702.9,343,0.00,0
ENST00000343702.9,344,0.00,0
ENST00000343702.9,345,0.00,0
ENST00000343702.9,346,0.00,0
ENST00000343702.9,347,0.00,0
ENST00000343702.9,348,0.00,0
ENST00000343702.9,349,0.00,0
ENST00000343702.9,350,0.00,0
ENST00000343702.9,351,0.00,0
ENST00000343702.9,352,0.00,0
ENST00000343702.9,353,0.00,0
ENST00000343702.9,354,0.00,0
ENST00000343702.9,355,0.00,0
ENST00000343702.9,356,0.00,0
ENST00000343702.9,357,0.00,0
ENST00000343702.9,358,0.00,0
ENST00000343702.9,359,0.00,0
ENST00000343702.9,360,0.00,0
ENST00000343702.9,361,0.00,0
ENST00000343702.9,362,0.00,0
ENST00000343702.9,363,0.00,0
ENST00000343702.9,364,0.00,0
ENST00000343702.9,365,0.00,0
ENST00000343702.9,366,0.00,0
ENST00000343702.9,367,0.00,0
ENST00000343702.9,368,0.00,0
ENST00000343702.9,369,0.00,0
ENST00000343702.9,370,0.00,0
ENST00000343702.9,371,0.00,0
ENST00000343702.9,372,0.00,0
ENST00000343702.9,373,0.00,0
ENST00000343702.9,374,0.00,0
ENST00000343702.9,375,0.00,0
ENST00000343702.9,376,0.00,0
ENST00000343702.9,377,0.00,0
ENST00000343702.9,378,0.00,0
ENST00000343702.9,379,0.00,0
ENST00000343702.9,380,0.00,0
ENST00000343702.9,381,0.00,0
ENST00000343702.9,382,0.00,0
ENST00000343702.9,383,0.00,0
ENST00000343702.9,384,0.00,0
ENST00000343702.9,385,0.00,0
ENST00000343702.9,386,0.00,0
ENST00000343702.9,387,0.00,0
ENST00000343702.9,388,0.00,0
ENST00000343702.9,389,0.00,0
ENST00000343702.9,390,0.00,0
ENST00000343702.9,391,0.00,0
ENST00000343702.9,392,0.00,0
ENST00000343702.9,393,0.00,0
ENST00000343702.9,394,0.00,0
ENST00000343702.9,395,0.00,0
ENST00000343702.9,396,0.00,0
ENST00000343702.9,397,0.00,0
ENST00000343702.9,398,0.00,0
ENST00000343702.9,399,0.00,0
ENST00000343702.9,400,0.00,0
ENST00000343702.9,401,0.00,0
ENST00000343702.9,402,0.00,0
ENST00000343702.9,403,0.00,0
ENST00000343702.9,404,0.00,0
ENST00000343702.9,405,0.00,0
ENST00000343702.9,406,0.00,0
ENST00000343702.9,407,0.00,0
ENST00000343702.9,408,0.00,0
ENST00000343702.9,409,0.00,0
ENST00000343702.9,410,0.00,0
ENST00000343702.9,411,0.00,0
ENST00000343702.9,412,0.00,0
ENST00000343702.9,413,0.00,0
ENST00000343702.9,414,0.00,0
ENST00000343702.9,415,0.00,0
ENST00000343702.9,416,0.00,0
ENST00000343702.9,417,0.00,0
ENST00000343702.9,418,0.00,0
ENST00000343702.9,419,0.00,0
ENST00000343702.9,420,0.00,0
ENST00000343702.9,421,0.00,0
ENST00000343702.9,422,0.00,0
ENST00000343702.9,423,0.00,0
ENST00000343702.9,424,0.00,0
ENST00000343702.9,425,0.00,0
ENST00000343702.9,426,0.00,0
ENST00000343702.9,427,0.00,0
ENST00000343702.9,428,0.00,0
ENST00000343702.9,429,0.00,0
ENST00000343702.9,430,0.00,0
ENST00000343702.9,431,0.00,0
ENST00000343702.9,432,0.00,0
ENST00000343702.9,433,0.00,0
ENST00000343702.9,434,0.00,0
ENST00000343702.9,435,0.00,0
ENST00000343702.9,436,0.00,0
ENST00000343702.9,437,0.00,0
ENST00000343702.9,438,0.00,0
ENST00000343702.9,439,0.00,0
ENST00000343702.9,440,0.00,0
ENST00000343702.9,441,0.00,0
ENST00000343702.9,442,0.00,0
ENST00000343702.9,443,0.00,0
ENST00000343702.9,444,0.00,0
ENST00000343702.9,445,0.00,0
ENST00000343702.9,446,0.00,0
ENST00000343702.9,447,0.00,0
ENST00000343702.9,448,0.00,0
ENST00000343702.9,449,0.00,0
ENST00000343702.9,450,0.00,0
ENST00000343702.9,451,0.00,0
ENST00000343702.9,452,0.00,0
ENST00000343702.9,453,0.00,0
ENST00000343702.9,454,0.00,0
ENST00000343702.9,455,0.00,0
ENST00000343702.9,456,0.81,0
ENST00000343702.9,457,0.00,1
ENST00000343702.9,458,0.00,1
ENST00000343702.9,459,0.00,1
ENST00000343702.9,460,0.00,1
ENST00000343702.9,461,0.00,1
ENST00000343702.9,462,0.00,1
ENST00000343702.9,463,0.00,1
ENST00000343702.9,464,0.00,1
ENST00000343702.9,465,0.00,1
ENST00000343702.9,466,0.00,1
ENST00000343702.9,467,0.00,1
ENST00000343702.9,468,0.00,1
ENST00000343702.9,469,0.00,1
ENST00000343702.9,470,0.00,1
ENST00000343702.9,471,0.00,1
ENST00000343702.9,472,0.00,1
ENST00000343702.9,473,0.00,1
ENST00000343702.9,474,0.00,1
ENST00000343702.9,475,0.00,1
ENST00000343702.9,476,0.00,1
ENST00000343702.9,477,0.00,1
ENST00000343702.9,478,0.00,1
ENST00000343702.9,479,0.00,1
ENST00000343702.9,480,0.00,1
ENST00000343702.9,481,0.00,1
ENST00000343702.9,482,0.00,1
ENST00000343702.9,483,0.00,1
ENST00000343702.9,484,0.00,1
ENST00000343702.9,485,0.00,1
ENST00000343702.9,486,0.00,1
ENST00000343702.9,487,0.00,1
ENST00000343702.9,488,0.00,1
ENST00000343702.9,489,0.00,1
ENST00000343702.9,490,0.00,1
ENST00000343702.9,491,0.00,1
ENST00000343702.9,492,0.00,1
ENST00000343702.9,493,0.00,1
ENST00000343702.9,494,0.00,1
ENST00000343702.9,495,0.00,1
ENST00000343702.9,496,0.00,1
ENST00000343702.9,497,0.00,1
ENST00000343702.9,498,0.00,1
ENST00000343702.9,499,0.00,1
ENST00000343702.9,500,0.00,1
ENST00000343702.9,501,0.00,1
ENST00000343702.9,502,0.00,1
ENST00000343702.9,503,0.00,1
ENST00000343702.9,504,0.00,1
ENST00000343702.9,505,0.00,1
ENST00000343702.9,506,0.00,1
ENST00000343702.9,507,0.00,1
ENST00000343702.9,508,0.00,1
ENST00000343702.9,509,0.00,1
ENST00000343702.9,510,0.00,1
ENST00000343702.9,511,0.00,1
ENST00000343702.9,512,0.00,1
ENST00000343702.9,513,0.00,1
ENST00000343702.9,514,0.00,1
ENST00000343702.9,515,0.00,1
ENST00000343702.9,516,0.00,1
ENST00000343702.9,517,0.00,1
ENST00000343702.9,518,0.00,1
ENST00000343702.9,519,0.00,1
ENST00000343702.9,520,0.00,1
ENST00000343702.9,521,0.00,1
ENST00000343702.9,522,0.00,1
ENST00000343702.9,523,0.00,1
ENST00000343702.9,524,0.00,1
ENST00000343702.9,525,0.00,1
ENST00000343702.9,526,0.00,1
ENST00000343702.9,527,0.00,1
ENST00000343702.9,528,0.00,1
ENST00000343702.9,529,0.00,1
ENST00000343702.9,530,0.00,1
ENST00000343702.9,531,0.00,1
ENST00000343702.9,532,0.00,1
ENST00000343702.9,533,0.00,1
ENST00000343702.9,534,0.00,1
ENST00000343702.9,535,0.00,1
ENST00000343702.9,536,0.00,1
ENST00000343702.9,537,0.00,1
ENST00000343702.9,538,0.00,1
ENST00000343702.9,539,0.00,1
ENST00000343702.9,540,0.00,1
ENST00000343702.9,541,0.00,1
ENST00000343702.9,542,0.00,1
ENST00000343702.9,543,0.00,1
ENST00000343702.9,544,0.00,1
ENST00000343702.9,545,0.00,1
ENST00000343702.9,546,0.00,1
ENST00000343702.9,547,0.00,1
ENST00000343702.9,548,0.00,1
ENST00000343702.9,549,0.00,1
ENST00000343702.9,550,0.00,1
ENST00000343702.9,551,0.00,1
ENST00000343702.9,552,0.00,1
ENST00000343702.9,553,0.00,1
ENST00000343702.9,554,0.00,1
ENST00000343702.9,555,0.00,1
ENST00000343702.9,556,0.00,1
ENST00000343702.9,557,0.00,1
ENST00000343702.9,558,0.00,1
ENST00000343702.9,559,0.00,1
ENST00000343702.9,560,0.00,1
ENST00000343702.9,561,0.00,1
ENST00000343702.9,562,0.00,1
ENST00000343702.9,563,0.00,1
ENST00000343702.9,564,0.00,1
ENST00000343702.9,565,0.00,1
ENST00000343702.9,566,0.00,1
ENST00000343702.9,567,0.55,1
ENST00000343702.9,568,0.00,1
ENST00000343702.9,569,0.00,1
ENST00000343702.9,570,0.00,1
ENST00000343702.9,571,0.00,1
ENST00000343702.9,572,0.00,1
ENST00000343702.9,573,0.00,1
ENST00000343702.9,574,0.00,1
ENST00000343702.9,575,0.00,1
ENST00000343702.9,576,0.00,1
ENST00000343702.9,577,0.00,1
ENST00000343702.9,578,0.00,1
ENST00000343702.9,579,0.00,1
ENST00000343702.9,580,0.00,1
ENST00000343702.9,581,0.00,1
ENST00000343702.9,582,0.00,1
ENST00000343702.9,583,0.00,1
ENST00000343702.9,584,0.00,1
ENST00000343702.9,585,0.00,1
ENST00000343702.9,586,0.00,1
ENST00000343702.9,587,0.00,1
ENST00000343702.9,588,0.00,1
ENST00000343702.9,589,0.00,1
ENST00000343702.9,590,0.00,1
ENST00000343702.9,591,0.00,1
ENST00000343702.9,592,0.00,1
ENST00000343702.9,593,0.00,1
ENST00000343702.9,594,0.00,1
ENST00000343702.9,595,0.00,1
ENST00000343702.9,596,0.00,1
ENST00000343702.9,597,0.00,1
ENST00000343702.9,598,0.00,1
ENST00000343702.9,599,0.00,1
ENST00000343702.9,600,0.00,1
ENST00000343702.9,601,0.00,1
ENST00000343702.9,602,0.00,2
ENST00000343702.9,603,0.00,2
ENST00000343702.9,604,0.00,2
ENST00000343702.9,605,0.00,2
ENST00000343702.9,606,0.00,2
ENST00000343702.9,607,0.00,2
ENST00000343702.9,608,0.00,2
ENST00000343702.9,609,0.00,2
ENST00000343702.9,610,0.00,2
ENST00000343702.9,611,0.00,2
ENST00000343702.9,612,0.00,2
ENST00000343702.9,613,0.00,2
ENST00000343702.9,614,0.00,2
ENST00000343702.9,615,0.00,2
ENST00000343702.9,616,0.00,2
ENST00000343702.9,617,0.00,2
ENST00000343702.9,618,0.00,2
ENST00000343702.9,619,0.00,2
ENST00000343702.9,620,0.00,2
ENST00000343702.9,621,0.00,2
ENST00000343702.9,622,0.00,2
ENST00000343702.9,623,0.00,2
ENST00000343702.9,624,0.00,2
ENST00000343702.9,625,0.00,2
ENST00000343702.9,626,0.00,2
ENST00000343702.9,627,0.00,2
ENST00000343702.9,628,0.00,2
ENST00000343702.9,629,0.00,2
ENST00000343702.9,630,0.00,2
ENST00000343702.9,631,0.00,2
ENST00000343702.9,632,0.00,2
ENST00000343702.9,633,0.00,2
ENST00000343702.9,634,0.00,2
ENST00000343702.9,635,0.00,2
ENST00000343702.9,636,0.00,2
ENST00000343702.9,637,0.00,2
ENST00000343702.9,638,0.00,2
ENST00000343702.9,639,0.00,2
ENST00000343702.9,640,0.00,2
ENST00000343702.9,641,0.00,2
ENST00000343702.9,642,0.00,2
ENST00000343702.9,643,0.00,2
ENST00000343702.9,644,0.00,2
ENST00000343702.9,645,0.00,2
ENST00000343702.9,646,0.00,2
ENST00000343702.9,647,0.00,2
ENST00000343702.9,648,0.00,2
ENST00000343702.9,649,0.00,2
ENST00000343702.9,650,0.00,2
ENST00000343702.9,651,0.00,2
ENST00000343702.9,652,0.00,2
ENST00000343702.9,653,0.00,2
ENST00000343702.9,654,0.00,2
ENST00000343702.9,655,0.00,2
ENST00000343702.9,656,0.00,2
ENST00000343702.9,657,0.00,2
ENST00000343702.9,658,0.00,2
ENST00000343702.9,659,0.00,2
ENST00000343702.9,660,0.00,2
ENST00000343702.9,661,0.00,2
ENST00000343702.9,662,0.00,2
ENST00000343702.9,663,0.00,2
ENST00000343702.9,664,0.00,2
ENST00000343702.9,665,0.00,2
ENST00000343702.9,666,0.00,2
ENST00000343702.9,667,0.00,2
ENST00000343702.9,668,0.00,2
ENST00000343702.9,669,0.00,2
ENST00000343702.9,670,0.00,2
ENST00000343702.9,671,0.00,2
ENST00000343702.9,672,0.00,2
ENST00000343702.9,673,0.00,2
ENST00000343702.9,674,0.00,2
ENST00000343702.9,675,0.00,2
ENST00000343702.9,676,0.00,2
ENST00000343702.9,677,0.00,2
ENST00000343702.9,678,0.00,2
ENST00000343702.9,679,0.00,2
ENST00000343702.9,680,0.00,2
ENST00000343702.9,681,0.00,2
ENST00000343702.9,682,0.00,2
ENST00000343702.9,683,0.00,2
ENST00000343702.9,684,0.00,2
ENST00000343702.9,685,0.00,2
ENST00000343702.9,686,0.00,2
ENST00000343702.9,687,0.00,2
ENST00000343702.9,688,0.00,2
ENST00000343702.9,689,0.00,2
ENST00000343702.9,690,0.00,2
ENST00000343702.9,691,0.00,2
ENST00000343702.9,692,0.00,2
ENST00000343702.9,693,0.00,2
ENST00000343702.9,694,0.00,2
ENST00000343702.9,695,0.00,2
ENST00000343702.9,696,0.00,2
ENST00000343702.9,697,0.00,2
ENST00000343702.9,698,0.00,2
ENST00000343702.9,699,0.00,2
ENST00000343702.9,700,0.00,2
ENST00000343702.9,701,0.00,2
ENST00000343702.9,702,0.00,2
ENST00000343702.9,703,0.00,2
ENST00000343702.9,704,0.00,2
ENST00000343702.9,705,0.00,2
ENST00000343702.9,706,0.00,2
ENST00000343702.9,707,0.00,2
ENST00000343702.9,708,0.00,2
ENST00000343702.9,709,0.00,2
ENST00000343702.9,710,0.00,2
ENST00000343702.9,711,0.00,2
ENST00000343702.9,712,0.00,2
ENST00000343702.9,713,0.00,2
ENST00000343702.9,714,0.00,2
ENST00000343702.9,715,0.00,2
ENST00000343702.9,716,0.00,2
ENST00000343702.9,717,0.00,2
ENST00000343702.9,718,0.00,2
ENST00000343702.9,719,0.00,2
ENST00000343702.9,720,0.00,2
ENST00000343702.9,721,0.00,2
ENST00000343702.9,722,0.00,2
ENST00000343702.9,723,0.00,2
ENST00000343702.9,724,0.00,2
ENST00000343702.9,725,0.00,2
ENST00000343702.9,726,0.00,2
ENST00000343702.9,727,0.00,2
ENST00000343702.9,728,0.00,2
ENST00000343702.9,729,0.00,2
ENST00000343702.9,730,0.00,2
ENST00000343702.9,731,0.00,2
ENST00000343702.9,732,0.00,2
ENST00000343702.9,733,0.00,2
ENST00000343702.9,734,0.00,2
ENST00000343702.9,735,0.79,2
ENST00000343702.9,736,0.00,2
ENST00000343702.9,737,0.00,2
ENST00000343702.9,738,0.00,2
ENST00000343702.9,739,0.00,2
ENST00000343702.9,740,0.00,2
ENST00000343702.9,741,0.00,2
ENST00000343702.9,742,0.00,2
ENST00000343702.9,743,0.00,2
ENST00000343702.9,744,0.00,2
ENST00000343702.9,745,0.00,2
ENST00000343702.9,746,0.00,2
ENST00000343702.9,747,0.00,2
ENST00000343702.9,748,0.00,2
ENST00000343702.9,749,0.00,2
ENST00000343702.9,750,0.00,2
ENST00000343702.9,751,0.00,2
ENST00000343702.9,752,0.00,2
ENST00000343702.9,753,0.00,2
ENST00000343702.9,754,0.00,2
ENST00000343702.9,755,0.00,2
ENST00000343702.9,756,0.00,2
ENST00000343702.9,757,0.00,2
ENST00000343702.9,758,0.00,2
ENST00000343702.9,759,0.00,2
ENST00000343702.9,760,0.00,2
ENST00000343702.9,761,0.00,2
ENST00000343702.9,762,0.00,2
ENST00000343702.9,763,0.00,2
ENST00000343702.9,764,0.00,2
ENST00000343702.9,765,0.00,2
ENST00000343702.9,766,0.00,2
ENST00000343702.9,767,0.00,2
ENST00000343702.9,768,0.00,2
ENST00000343702.9,769,0.00,2
ENST00000343702.9,770,0.00,2
ENST00000343702.9,771,0.00,2
ENST00000343702.9,772,0.00,2
ENST00000343702.9,773,0.00,2
ENST00000343702.9,774,0.00,2
ENST00000343702.9,775,0.00,2
ENST00000343702.9,776,0.00,3
